row_type	key	date	author	subject_or_title	files_changed	additions	deletions	branch_or_state	merge_or_keyword_flags	head_branch	base_branch
commit	97da546032149394828edd2c4ce3449b7354150e	2026-04-08	Nihala (Ma'at)	feat: voice-persona-topic scoring matrix	1	253	0				
commit	e6897ea223a51b117ae56abdf67b8db5b0c498ba	2026-04-08	Nihala (Ma'at)	docs: voice-persona-topic research for CJK + worldwide brands	1	127	0		brand		
commit	1fc154df5d1670750cf30c2770fe14a35ff36967	2026-04-08	Nihala (Ma'at)	docs: update build order for 37 brands (was 13)	1	15	8	(agent/content-production-catalog)	brand		
commit	4cbb56b9f3373563e1099fa2dd9df17e7bfde7f4	2026-04-08	Nihala (Ma'at)	feat: add 24 standard brand cover art + video specs	2	274	5		brand		
commit	e35cda356401cec00b36460965a2be131d00d8e4	2026-04-08	Nihala (Ma'at)	feat: add 24 standard brand series plans + manga mode split	1	308	14		manga,brand		
commit	d7e91ed06f8037a7da7fb23987e07d8f8f4e7f3b	2026-04-08	Nihala (Ma'at)	feat: add 24 standard brand illustration styles + LoRA plans	2	366	0		brand		
commit	b92fee7b8718962de69741e279c3476dd75df304	2026-04-08	Nihala (Ma'at)	docs: CJK translation queue + content bank build order	2	285	0				
commit	a0bd8378fe286249901f9ffd1910cf2c67a1c264	2026-04-08	Nihala (Ma'at)	feat: per-brand video style specs	1	200	0		brand		
commit	d668236b7f395c505c681f2023a8e610362e2fc7	2026-04-08	Nihala (Ma'at)	feat: per-brand series plans + cover art specs	2	548	0		brand		
commit	c070a529e045b81d1981d78f16481f8675e06fb1	2026-04-08	Nihala (Ma'at)	feat: per-brand illustration styles + LoRA training plans	2	505	0		brand		
commit	e18bd2afe7ced3fc1a959c3524b71b84832e2323	2026-04-08	Nihala (Ma'at)	chore(backup): auto backup 2026-04-08 14:28:48	6	473	100				
commit	a46678488a65c9c9f1cb5e02e7ef55de83a40530	2026-04-07	Ahjan108	feat: wire Pearl Star server as default provider (ComfyUI + Ollama + CosyVoice2) (#302)	12	622	60				
commit	cda331a4268e8b159f1b50cb4ef4c3811ab98c84	2026-04-08	Nihala (Ma'at)	feat: wire CosyVoice2 as default CJK TTS	3	140	11	(agent/pearl-star-provider-wiring)			
commit	9c915f76ee2d3052645badcbe2531b0d8883922c	2026-04-08	Nihala (Ma'at)	feat: wire Ollama/Qwen3 as default LLM	4	87	30				
commit	c7ea46d5fe624535cd9ca69c68f0602d3a47c9b6	2026-04-08	Nihala (Ma'at)	feat: wire ComfyUI as default image backend	3	367	13				
commit	e06d5655c7118b96451e874582ad55c7d6997387	2026-04-08	Nihala (Ma'at)	feat: add Pearl Star provider config + env registry	2	28	6				
commit	0b075119b20eef057fafc790a31c8982c2b0668d	2026-04-07	Ahjan108	chore: close content inventory + brand lane architecture workstreams (#301)	1	2	2		brand		
commit	c38b54b9b517cddcb238675b1d526cf0151f54ed	2026-04-08	Nihala (Ma'at)	chore: close ws_content_inventory + ws_brand_lane_architecture workstreams	1	2	2	(agent/naughty-banzai-eval)	brand		
commit	e8b8c65f8806726e6956a7306c44ec63d8eaae5d	2026-04-07	Ahjan108	feat: exercise template expansion 4→12 + PipelineView teacher fields + CI fixes (#298)	6	301	15		teacher		
commit	04bc291b7a23522570d2e165cb25eace8df513b8	2026-04-07	Ahjan108	docs: add Ubuntu production server setup reference	2	199	1				
commit	9c1ee31290bc2aad88758dd9abfa50cd3df72756	2026-04-08	Nihala (Ma'at)	chore(backup): auto backup 2026-04-08 12:28:45	5	12	1	(claude/pedantic-euclid)			
commit	6a768d8d53691a6508d557fff63e637bc016c2ab	2026-04-08	Nihala (Ma'at)	docs: session handoff 2026-04-08	1	250	0				
commit	c89d05c8d2a847828b77a905ddf3d1d8b24b3cb8	2026-04-08	Nihala (Ma'at)	chore(backup): auto backup 2026-04-08 11:06:18	3	2	1	(claude/nice-gates)			
commit	84d222a446d9ef0fd352d4f3dbc488d42328626b	2026-04-08	Nihala (Ma'at)	feat(PhoenixControl): add teacher, arc, seed fields to PipelineView	1	59	10		teacher		
commit	0de17c563d0a00a11b701df69ec394055e991a71	2026-04-07	Ahjan108	feat: 5-dim exercise wrapping (#297)	1	19	4				
commit	830af9069dc8b0f7174796969397146cfdcb9b4a	2026-04-08	Nihala (Ma'at)	chore(backup): auto backup 2026-04-08 10:06:15	3	4	1				
commit	fb92013bd71b8084f1e5cff9f1217783ac19d0e3	2026-04-07	Ahjan108	feat: wire practice library (#296)	3	271	2				
commit	7555a4991514919d2af9e09f38d0c61128e6d43b	2026-04-07	Ahjan108	fix: teacher coverage gate (#294)	3	30	55		teacher		
commit	d7c7c36c76214444cd8742a5cb5a486e92fa7644	2026-04-08	Nihala (Ma'at)	chore(backup): auto backup 2026-04-08 08:55:02	4	59	77				
commit	36fcedc0c6064f21cdcf1c8b7416047b62c7f233	2026-04-08	Nihala (Ma'at)	chore(backup): auto backup 2026-04-08 05:52:21	3	3	2				
commit	f87bfc74c720914e6176c86ca043491a9bf75069	2026-04-08	Nihala (Ma'at)	chore(backup): auto backup 2026-04-08 04:49:59	1	1	0				
commit	97dd29de60037e8bbc206df024165c3658032cfc	2026-04-08	Nihala (Ma'at)	chore(backup): auto backup 2026-04-08 03:49:54	1	1	0				
commit	df59b60e615494ba905b54d0facc72653e210f39	2026-04-08	Nihala (Ma'at)	chore(backup): auto backup 2026-04-08 02:49:49	1	1	0				
commit	5331f0b87dd80068315a73d3b246bd8e3b77208b	2026-04-08	Nihala (Ma'at)	chore(backup): auto backup 2026-04-08 01:49:43	1	1	0				
commit	c06805ec1cea9565ed8abac273f260e95be6a091	2026-04-08	Nihala (Ma'at)	chore(backup): auto backup 2026-04-08 00:49:36	1	1	0				
commit	e2119357bb801a0cbc53304ea77195d521507fc4	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 23:49:29	1	1	0				
commit	8b35d34eddeb92848625d040566f53275497ddcd	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 22:49:24	1	1	0				
commit	6435353eb845ef71fd7811b07c1b2483e8c46ac6	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 21:49:19	1	1	0				
commit	4e3f0196ac063a67e81f7ffb64941dbcd80b118f	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 20:49:15	1	1	0				
commit	2a989a42a51c9e124bc142b03ccaf93a6e6f4338	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 19:49:09	1	1	0				
commit	5b02a49288558bd88fa53c3c6271b082f872a0e4	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 18:49:04	2	2	1				
commit	8fd707f9163eda8d28b6914883603dded9d35bf9	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 17:48:59	1	1	0				
commit	adc97b20df3accdbe0a9769d3f8a3421c5b4e0f8	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 16:48:54	1	1	0				
commit	7204d6b1e05897d2c56c05c0b663714cf287d025	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 15:48:50	1	1	0				
commit	6bf63f567e3b67855b552edaf3121f5523cbee82	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 14:48:45	15	2	1				
commit	634fe5904e056689d74850fe0f3f5ddc35ddd48b	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 13:48:35	2	2	1				
commit	36e46b717e440d8c737d4c823bd041315a4b9fde	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 12:48:30	3	2	1				
commit	3e88d6bd999aeca0aebb05e4f20beb11ec792a34	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 11:44:37	2	2	1				
commit	832c9e0b26c02d25f3b5b8aaa0279f4862b7301a	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 10:44:31	8	2	1				
commit	e7949c579609da2f9a240111eb1aafc856126748	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 09:42:17	1	1	0				
commit	e8805ffa468fec92d009cb42700ecc77bd800739	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 08:39:52	5	2	1				
commit	f2591054db1dbcca0f6059df341a8f37292c4d9f	2026-04-07	Ahjan108	fix: nuclear dark amber theme — kill ALL clashing colors (#293)	1	388	203				
commit	9be9b9dc9d2c398f3fdb01d954d632b10626350d	2026-04-07	Ahjan108	feat: dark amber cinematic theme for React Brand Wizard (#292)	2	203	8		brand,wizard		
commit	6916ae2c6732333d87459368686110795bb89bd9	2026-04-07	Ahjan108	feat: expose React Brand Wizard at /wizard (#291)	3	22	2		brand,wizard		
commit	ba36f5580d81880ca48474f61b67a1ca95fe3b76	2026-04-07	Ahjan108	fix: remove NBA Choose Teacher box from Brand Wizard overview (#290)	1	7	31		brand,teacher,wizard		
commit	b1e56c567c2d006df44eb3166dc58729f0549727	2026-04-07	Ahjan108	feat: teacher choose flow — Choose Teacher + Composite Teacher buttons (#289)	3	36	4		teacher		
commit	c5dee6c7e01bd56235a4742b2df6828186db9e1b	2026-04-07	Ahjan108	feat: teacher page cleanup — inline reader, bio, remove clutter (#288)	1	11	46		teacher		
commit	ea1ddb059fb7fe9da562227624a1e7ad33188c01	2026-04-07	Ahjan108	feat: add Work Flow nav link + dynamic nav with lane params (#287)	1	32	2				
commit	f743972993436400f6dadc472be907858720611d	2026-04-07	Ahjan108	feat: lane-locked decks + market TTS + nav cleanup (#286)	1	36	17				
commit	2ec899e135840cc686213acaf48324934a89bff1	2026-04-07	Ahjan108	feat: full atom overlay (#285)	1	176	20				
commit	3643618811ef408006e4c3f9125f37033510464c	2026-04-07	Ahjan108	feat: guided deck flow — intro → marketing → market briefing (#284)	2	33	7				
commit	e5083cbccb0cfd1b1af4158b33191f8ef89713e2	2026-04-07	Ahjan108	fix: registry naming (#283)	4	13	13				
commit	d7e61c6537c14869e0deaa3ac6f1800748042a45	2026-04-07	Ahjan108	feat: hard fail + EI v2 learning on missing registry (#282)	3	155	15				
commit	af32c555826bd0d225753c50af3a1dd9a345298b	2026-04-07	Ahjan108	feat: section registry pipeline (#281)	5	419	3				
commit	65b1fdab2ff078da912915576bba822b7d3e33df	2026-04-07	Ahjan108	feat: catalog description templates + book quality fixes (#280)	4	518	49		catalog		
commit	38f5e7c03cd6196785cfe8445b66d7cd363cbbce	2026-04-06	Ahjan108	feat: design tokens + zero accessibility stragglers (#279)	1	65	54				
commit	682a9b9ed5f3c60ec2d82e484afa4a9250ab7b33	2026-04-06	Ahjan108	fix: WCAG accessibility + structural quality (#278)	1	18	4				
commit	ba68519f44fa141672eea9b2f05074f2bf75bef1	2026-04-06	Ahjan108	chore(coordination): register ws_brand_lane_architecture_20260407 for PR #276 (#277)	3	3	2		brand		
commit	11ee5b9583f94f1a756098a51b2204869b93d8a4	2026-04-06	Ahjan108	feat: personalized system reveal (#275)	1	24	10				
commit	df4a1c191650fbc32d3b45f24c950bac68dfa410	2026-04-06	Ahjan108	feat: ambient animation + confidence badges (#274)	1	17	6				
commit	b60c87dc81be69a1e7127e571371909558b8f4ad	2026-04-06	Ahjan108	feat: cinematic depth (#273)	1	25	10				
commit	7d5017a90aa1b1818d2aa92fccbec3de89d77cbe	2026-04-06	Ahjan108	feat: final polish A+B+C (#272)	1	42	31				
commit	c823b8bd7f7497a526460b1a3d0092df8bf6f219	2026-04-06	Ahjan108	feat: narrative framing + labeled spine + completion flow (#271)	1	82	11				
commit	426eab214beeaa88fe4f4267b021f93151a7d352	2026-04-06	Ahjan108	feat: identity-driven path selector + progress spine (#270)	1	113	90				
commit	efca97c80193bf4ac608e272fee72be88da477bd	2026-04-06	Ahjan108	feat: presenter final polish (#269)	1	53	23				
commit	f1879888b8a87f56b70be1b151d68168d4fbf847	2026-04-06	Ahjan108	feat: premium deck selector + P0-P3 UX fixes (#268)	1	99	59				
commit	b1ae8ca5441b482152f98a55162b44e81ec628c9	2026-04-07	Nihala (Ma'at)	feat: brand lane architecture, audiobook video pipeline, music bank, exercise system	95	46721	247		brand		
commit	8a830abd08d1b826bcf97a2996d1d45fdd7e7a26	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 07:39:05	1	1	0				
commit	affe02e161bd3fa968af7d9bcd5369b2123142d6	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 06:38:56	15	4612	0				
commit	d9da1a30e73a1e5d9d70906f39d1b5a9d91151ef	2026-04-07	Nihala (Ma'at)	feat: content inventory system — scanner, portal dashboard, PhoenixControl tab, production plan	20	2187	1				
commit	1f5828849d69bd25857896c3214148a16ee88444	2026-04-06	Ahjan108	feat: 39 briefing visuals + native TTS fix (#267)	1	386	33				
commit	1f11fcb75c9581c1637133ab3de01c77d6a0b2fa	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 05:38:54	2	2	1				
commit	15c50e7e883126d9f4ae1fc98b2f3da221843b75	2026-04-06	Ahjan108	fix: serve MP3 audio files directly instead of SPA fallback (#266)	1	19	0				
commit	073e5e25d63a7f27214c19b7e64412b513797c35	2026-04-06	Ahjan108	feat: UX page redesigns + 230 MP3 multilingual TTS narration (#265)	238	829	451				
commit	20ccf3a54858b30f44008dee9e267baee8555370	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 04:38:51	1	1	0				
commit	bae27147289ff4577e77b13e523234e7c8c57a66	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 03:38:47	2	2	1				
commit	0232799cca32d7445437f1642bd6cafbd562a092	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 02:38:45	1	1	0				
commit	bb8dce0c0da6bcc38f448bc79c1e0521a5128db3	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 01:38:41	1	1	0				
commit	5247c99571c0c4973a614f2d3620375ce945c617	2026-04-07	Nihala (Ma'at)	chore(backup): auto backup 2026-04-07 00:38:39	1	1	0				
commit	d5f6dcd5ed11eebdd8bd8f122b90868e493a6b50	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 23:38:37	1	1	0				
commit	081c39f97559f11f87542d9f555f343c645a3ac7	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 22:38:34	1	1	0				
commit	4b1e4c0dd34a1d3f06b84539c865e217a1f65545	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 21:38:31	1	1	0				
commit	3fc0b644ecb7e493fd94cdf18b3f55840f4f052e	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 20:38:29	2	3	1				
commit	046671ac0fe6ba776b0e55fdc24e62913de26840	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 18:25:00	1	1	0				
commit	4ad203995ed597326fd8a6904877b0ccb1c5284d	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 17:24:55	2	2	1				
commit	e300540228595f5303cdd09fca98fadabc9b9480	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 16:24:50	3	3	1				
commit	80887d5a260b12cb79a56bc8b82ef6d976ee5096	2026-04-05	Ahjan108	docs: session handoff 2026-04-06-B	1	420	0				
commit	126598ce92fff16837a0e3ba96f367cb681b6ff4	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 15:24:44	2	2	1				
commit	5ea3964d98f080a68507e340a76ff4abe7e7f059	2026-04-05	Ahjan108	feat: premium UX redesign + ElevenLabs audio + TTS rewrite	30	1921	597				
commit	439c2a0905dfc9c9f594ebc8ec41d71b3f8f95cf	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 14:24:37	2	2	1				
commit	a0a171ffb1402b3b91671f64ffad846c91ce9f2b	2026-04-05	Ahjan108	fix: scope entry flow to selected market + show presenter visuals on load	2	47	4				
commit	8d6c5509690ef7dda4f9d4fa3af3ec52b2ef0556	2026-04-05	Ahjan108	feat: complete session handoff — presenter visuals, lane decks, video/manga scripts, i18n	424	44502	2236		manga		
commit	86eeea41af8bf6a7e27f779689fc5e28af02140c	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 13:24:34	2	2	0				
commit	3097e4b8b3f929ffffb90a5c9d2162ad9f1b01f1	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 12:24:31	2	2	1				
commit	dc905ae6b91ef65e888912c02cc2f455b1904ca2	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 11:24:28	2	2	1				
commit	660fef6af0b103ec82b0299633c04f7674ab59a1	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 10:24:24	2	2	1				
commit	a0be0bdaea8213c3f7df0386fc90b490306810ba	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 09:24:21	2	2	1				
commit	2cf44cc5743660f9b11c4c45cd2960b5a90cb564	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 08:24:19	2	2	1				
commit	19cef59929954234c4bad561dcb5e21c5fe5671e	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 07:24:12	7	891	1				
commit	974a8cc207ca2e6413f01adba2cfac0b258d79c1	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 06:24:10	2	2	1				
commit	2bcbec1bb5c1a0e2b6aa83c5b8fcc2719ca9ffd5	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 05:24:08	14	10198	1				
commit	d09cc9ba827215230630f6c463147640e11d9acb	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 04:24:04	2	2	1				
commit	f523dc4b351ba2cabc3ccb417d72b3b77f7b5c69	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 03:24:01	1	1	0				
commit	8a70400361e15da33716ca2d6b22b576b4c1ffe3	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 02:23:59	1	1	0				
commit	1a24a02ae102504806f58ecc1236ccd7a7f3068a	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 01:23:56	1	1	0				
commit	b531f89366f66dd294ffcc7bab6c98c63f8cf278	2026-04-06	Nihala (Ma'at)	chore(backup): auto backup 2026-04-06 00:23:53	1	1	0				
commit	22d16ef39f3751a3d2aff4d9ee1ac98985cfd789	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 23:23:51	1	1	0				
commit	ebc4240812961f90916dca4ba31c43fac171d9df	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 22:23:48	1	1	0				
commit	8d377293aadee275cf8164f8f91cafcaded187f3	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 21:23:46	1	1	0				
commit	44c293c5602c168985a0ef8ae1c29b7d8a8d60c0	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 20:23:43	2	2	1				
commit	6cce7ee16a4b177d7bf5e5bd754b636d1d24b174	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 19:23:41	2	2	1				
commit	c26ee87c8edcda0d2fd4a953567387d63e9d4727	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 18:23:38	2	2	1				
commit	db8bc2d6c1b5386274dd851331dac6f8b771b82a	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 17:23:36	6	2	5				
commit	7f2098e9967beabdae4c5f1297ba792fad9e93aa	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 16:23:29	2	2	1				
commit	58d8f2cbb9d60eb65b1ff43cfa074d1676a21f89	2026-04-04	Ahjan108	feat: handoff completion — 7 tasks from session handoff (#259)	10	12234	67				
commit	89040855dd77938d8b62efa7045fbedaa580b212	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 15:23:24	88	1032	166				
commit	7b22345501f5115042f8c6e4e8b5c49f3e3b5736	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 14:23:20	6	38	40				
commit	65cba1c26830e39b680dba1db845dfcf38810da9	2026-04-05	Nihala (Ma'at)	docs: session handoff + fix unauthorized API script	2	323	662				
commit	07da24804e8c092c67f5a2ddf2097b60665b6f72	2026-04-05	Nihala (Ma'at)	feat(catalog): weekly production queue — 15 titles/brand/week, forever	2	1167	0		catalog,brand		
commit	df133a923675b86d1e96846673a184fb42608870	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 13:23:16	32	3500	40				
commit	0a43496866c098449e47b4e62fb5a0022d0f725b	2026-04-05	Nihala (Ma'at)	feat(catalog): remove artificial limits — 7,923 titles, all brands all lanes	3	5190	327		catalog,brand		
commit	8da47bb4560a40f28f5ca7c5a78f8f73e45b4de1	2026-04-05	Nihala (Ma'at)	fix: replace fake phoenixprotocolbooks.com with real brand-admin-onboarding.pages.dev	11	83	88		brand		
commit	91ad4d4e08add3124f7fda6358b260e98a8375db	2026-04-05	Nihala (Ma'at)	feat(brand): Cloudflare subdomain setup script + updated admin onboarding	2	337	14		brand		
commit	720ae09d61c0a041d40f3db10d60ab0c9042ab37	2026-04-05	Nihala (Ma'at)	docs(48social): full integration spec — R2 access, Metricool, video delivery	1	98	0				
commit	195b8e52610962a1b44f28d578a1ccb7e5c010b5	2026-04-05	Nihala (Ma'at)	feat(translation): flag all single-pass translations for owner review	1	31	4				
commit	e7904bfef795b8a8e5737f0cf1290d5486d30688	2026-04-05	Nihala (Ma'at)	feat(48social): auto-approve as default — admin weekly time: 2-5 minutes	2	23	8				
commit	7f69228ed3d95665fecbcd7bb63ed9d2d674016f	2026-04-05	Nihala (Ma'at)	feat(translation): single-pass default — no judge, TTS byte check only	1	115	65				
commit	de4ee6ea99fbf3289939d35f1438b8c9e67068f9	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 12:22:39	119	5974	129				
commit	7d48ee84fddaf643534d804ad97d135b6b31fd6b	2026-04-05	Nihala (Ma'at)	feat(ui): teacher showcase — 13 teachers with full pipeline output	1	9873	0		teacher		
commit	d1b911705d8801b5d00a3e85b2d3993c5e0e1b35	2026-04-05	Nihala (Ma'at)	feat(atoms): atom writing campaign — Claude Sonnet 4.6 + multi-agent orchestrator	6	2427	0				
commit	5f03914c652a32bf764f8c14255bbe926d131478	2026-04-05	Nihala (Ma'at)	feat(catalog): full catalog generator — 3,052 titles across 312 brands × 13 lanes	4	4504	0		catalog,brand		
commit	3fdf2a1ba97a58772677a36f9e7a615c234f5ec7	2026-04-05	Nihala (Ma'at)	docs(research): persona-aware grounding — kill urban-millennial defaults	1	729	0				
commit	b5702dd6b170f4e9aa8c8c4d27de15147a14876b	2026-04-05	Nihala (Ma'at)	docs(research): search behavior + title strategy — 57 title pairs for 19 topics	1	1375	0				
commit	49560cbf85179204a70d934da28dcf73f8bcd273	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 11:22:32	8	132	0				
commit	6ef601e32bef7bd3987155493cf60521fbf78557	2026-04-05	Nihala (Ma'at)	docs(research): geo/local SEO in book titles — DON'T put city names in titles	1	324	0				
commit	53aea83bf97ed81cd11c39890e343941fefe91a4	2026-04-05	Nihala (Ma'at)	docs(research): global topic gap analysis — 15→19 topics, 5 to add immediately	1	520	0				
commit	5415ab7bcec1afefaa13c9e2e892b357819d5ca0	2026-04-05	Nihala (Ma'at)	feat(teacher): STORY + all teaching slot fallback to persona atoms	5	111	15		teacher		
commit	85dea50d2614c3819fb28bd4f92bb1e959f615ca	2026-04-05	Nihala (Ma'at)	feat(ui): entry screen + unified presenter + Cloudflare deploy config	3	1097	0				
commit	b42bc18eed6d40aa368c8dbb4dd4903ac6152226	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 10:22:28	1	1	0				
commit	a8c04f3ea177f41ac1b2d89c3499b8e834fa7b5a	2026-04-05	Nihala (Ma'at)	docs(research): teacher reach + platform matrix — operator location requirements	1	272	0		teacher		
commit	3df1ee129798c72e60d05a947025ae4c0aa33c87	2026-04-05	Nihala (Ma'at)	chore: delete 5 redundant HTML files (1,469 lines)	5	0	1469				
commit	c1f082bdeed5b721035b90972a39c1e75241cd59	2026-04-05	Nihala (Ma'at)	fix(ui): mark titles/SEO research as LIVE in Phoenix Command	1	2	2				
commit	8cc0981980de243bdb76e3a2e68ea6e9d05119f9	2026-04-05	Nihala (Ma'at)	docs(research): bestseller titles + SEO + covers — all 13 markets + 8 platforms	1	1243	0				
commit	b4700f25bfe62592ea7e560705da9fe400bc15ed	2026-04-05	Nihala (Ma'at)	feat(ui): Phoenix Command operations hub — links to all presentations, dashboards, research, configs	1	289	0				
commit	d5b2b41009c91ca4e850453fca02143ad7deee5d	2026-04-05	Nihala (Ma'at)	feat(presenter): Pearl Prime v6 — corrected revenue + Korea + freebie funnel	1	605	0				
commit	4a9b8be9d1b0d1640d214b770010d620d84008a5	2026-04-05	Nihala (Ma'at)	docs: 48 Social + GHL brand admin operations spec	1	318	0		brand		
commit	31f4c7c56d42ae89c3483384fa605b7f8800fd67	2026-04-05	Nihala (Ma'at)	feat(presenter): marketing intelligence automated presenter (v5 format)	1	528	0				
commit	5755227aaf198b25452ec3f348fc1e35db0701c3	2026-04-05	Nihala (Ma'at)	feat(dashboard): marketing intelligence dashboard + presentation generator	1	958	0				
commit	cc1138155072f5e0b1a648adba460432ab01c73c	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 09:22:23	2	319	0				
commit	c94facbb2037941f4e727414ce2a4af5d77b0186	2026-04-05	Nihala (Ma'at)	feat(marketing): fill ad budget scenarios with real ROI data from research	1	91	13				
commit	d8cc45628b75f2c76b61cc625a07a8a50889c8f5	2026-04-05	Nihala (Ma'at)	docs(research): advertising ROI across all platforms × 13 markets	1	829	0				
commit	08aba2c4d8a65c621fcdcfdf29a1e85db4d7cda0	2026-04-05	Nihala (Ma'at)	feat(marketing): global marketing plan — 13 lane strategies + ad scenarios + dashboard	1	288	0				
commit	e9ba7ac5428aa9bc7f03eaa2c6fcc56838187167	2026-04-05	Nihala (Ma'at)	docs(research): full content configuration audit — 7M theoretical → 9,600 valid → 800 high-confidence	1	575	0		audit		
commit	93a32ed8e3c29ff9a8e0038f0df50f44e441c486	2026-04-05	Nihala (Ma'at)	feat(marketing): daily market intelligence loop — 6 research streams + EI v2 learning	1	134	0				
commit	179ff517a3ad256f1d7ba98a0aaaf3991318ae42	2026-04-05	Nihala (Ma'at)	feat(admin): brand admin portal backend + Plaid revenue collection	8	1125	0		brand		
commit	693b755e70eb53cdc1abc6d1d71963e2f3160daa	2026-04-05	Nihala (Ma'at)	docs(research): global format opportunities + companion add-on strategies	2	1130	0				
commit	8fde87417a1858921a69412cc9dce0819cee51ff	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 08:22:13	75	1	0				
commit	710348a77fa0f30c83c7c69f26fcc9e422b04c51	2026-04-05	Nihala (Ma'at)	feat(video): MP4 auto-upload lifecycle — produce → R2 → platform → cleanup	2	57	0				
commit	12b026d9a842bf49f71b8d72efbc013e127c5454	2026-04-05	Nihala (Ma'at)	feat(brand): global brand management system — 312 brands × 13 lanes × 13 teachers	5	7760	0		brand,teacher		
commit	baadc7d96bf1549f25cddb2557fbccbb08c0d5c2	2026-04-05	Nihala (Ma'at)	fix(video): reorder composition rules — abstract check before wide_on_wide	1	11	11				
commit	1fed7a69130d536407b04bd905d3a50f039b8a54	2026-04-05	Nihala (Ma'at)	chore(backup): auto backup 2026-04-05 07:21:59	43	931	0				
