persona,topic,engine,planned_book_count,brand_spread,canonical_txt_present,story_atoms_present,thesis_topic_overlay,predicted_bind_status,predicted_acceptance_ceiling
first_responders,imposter_syndrome,comparison,5,5,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,boundaries,false_alarm,5,4,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,imposter_syndrome,shame,5,5,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,boundaries,shame,5,4,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,sleep_anxiety,spiral,5,4,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,imposter_syndrome,false_alarm,4,4,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,depression,overwhelm,4,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,social_anxiety,shame,4,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,somatic_healing,overwhelm,4,4,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,imposter_syndrome,grief,4,4,False,False,False,UNKNOWN,likely-hard-fail (no atom bank at all; InsufficientVariantsError / renderer skip likely)
first_responders,sleep_anxiety,overwhelm,4,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,social_anxiety,false_alarm,4,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,depression,watcher,4,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,imposter_syndrome,watcher,4,4,False,False,False,UNKNOWN,likely-hard-fail (no atom bank at all; InsufficientVariantsError / renderer skip likely)
first_responders,financial_anxiety,shame,4,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,imposter_syndrome,overwhelm,4,4,False,False,False,UNKNOWN,likely-hard-fail (no atom bank at all; InsufficientVariantsError / renderer skip likely)
first_responders,financial_anxiety,overwhelm,4,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,somatic_healing,watcher,4,4,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,depression,grief,4,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,social_anxiety,comparison,4,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,sleep_anxiety,false_alarm,4,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,sleep_anxiety,spiral,4,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,financial_anxiety,spiral,4,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,imposter_syndrome,spiral,4,4,False,False,False,UNKNOWN,likely-hard-fail (no atom bank at all; InsufficientVariantsError / renderer skip likely)
first_responders,social_anxiety,false_alarm,3,2,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,anxiety,false_alarm,3,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,compassion_fatigue,watcher,3,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,social_anxiety,shame,3,2,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,grief,watcher,3,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,overthinking,false_alarm,3,3,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,anxiety,grief,3,3,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,overthinking,spiral,3,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,anxiety,comparison,3,3,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,anxiety,spiral,3,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,anxiety,grief,3,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,anxiety,shame,3,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,anxiety,watcher,3,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,anxiety,overwhelm,3,3,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,overthinking,false_alarm,3,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,anxiety,comparison,3,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,grief,grief,3,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,anxiety,shame,3,3,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,anxiety,watcher,3,3,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,social_anxiety,comparison,3,2,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,anxiety,false_alarm,3,3,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,overthinking,watcher,3,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,compassion_fatigue,grief,3,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,anxiety,overwhelm,3,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,compassion_fatigue,overwhelm,3,3,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,overthinking,spiral,3,3,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,anxiety,spiral,3,3,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,overthinking,watcher,3,3,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,sleep_anxiety,spiral,2,2,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,burnout,overwhelm,2,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,overthinking,overwhelm,2,2,False,False,True,UNKNOWN,likely-hard-fail (no atom bank at all; InsufficientVariantsError / renderer skip likely)
gen_z_student,overthinking,shame,2,2,False,False,True,UNKNOWN,likely-hard-fail (no atom bank at all; InsufficientVariantsError / renderer skip likely)
gen_z_student,overthinking,comparison,2,2,False,False,True,UNKNOWN,likely-hard-fail (no atom bank at all; InsufficientVariantsError / renderer skip likely)
nyc_executives,anxiety,spiral,2,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,burnout,watcher,2,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,burnout,grief,2,2,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,financial_stress,spiral,2,2,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,financial_stress,shame,2,2,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_student,overthinking,grief,2,2,False,False,True,UNKNOWN,likely-hard-fail (no atom bank at all; InsufficientVariantsError / renderer skip likely)
gen_z_student,sleep_anxiety,overwhelm,2,2,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
first_responders,financial_stress,overwhelm,2,2,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
educators,anxiety,overwhelm,2,2,True,True,True,BOUND,authored-candidate-possible (Layer 2+ reachable; NOT guaranteed — see healthcare_rns x burnout 43006 precedent)
gen_z_student,sleep_anxiety,false_alarm,2,2,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,somatic_healing,false_alarm,1,1,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,somatic_healing,grief,1,1,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,somatic_healing,false_alarm,1,1,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,somatic_healing,shame,1,1,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,somatic_healing,comparison,1,1,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,somatic_healing,spiral,1,1,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,somatic_healing,grief,1,1,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,somatic_healing,shame,1,1,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,compassion_fatigue,false_alarm,1,1,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,somatic_healing,comparison,1,1,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,somatic_healing,spiral,1,1,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
