severity	distinct_simplified_chars	total_simplified_occurrences	pr5682_ownership	simplified_chars_found	zh_tw_file
SPOT_LEAK	1	1	UNOWNED	开	atoms/gen_z_professionals/boundaries/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	条	atoms/gen_z_professionals/boundaries/grief/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	现	atoms/gen_z_professionals/boundaries/spiral/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	线	atoms/gen_z_professionals/boundaries/spiral/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	阳	atoms/gen_z_professionals/boundaries/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	发	atoms/gen_z_professionals/boundaries/watcher/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/gen_z_professionals/burnout/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	双	atoms/gen_z_professionals/burnout/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	现	atoms/gen_z_professionals/burnout/spiral/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	3	UNOWNED	双	atoms/gen_z_professionals/burnout/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	经	atoms/gen_z_professionals/compassion_fatigue/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	办	atoms/gen_z_professionals/compassion_fatigue/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	过	atoms/gen_z_professionals/compassion_fatigue/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	实	atoms/gen_z_professionals/compassion_fatigue/false_alarm/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/gen_z_professionals/compassion_fatigue/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	当	atoms/gen_z_professionals/compassion_fatigue/watcher/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	3	UNOWNED	双	atoms/gen_z_professionals/courage/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	当	atoms/gen_z_professionals/courage/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	够	atoms/gen_z_professionals/courage/watcher/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	让	atoms/gen_z_professionals/depression/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	别	atoms/gen_z_professionals/depression/comparison/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	双	atoms/gen_z_professionals/depression/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	现	atoms/gen_z_professionals/depression/spiral/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	发	atoms/gen_z_professionals/depression/watcher/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	页	atoms/gen_z_professionals/financial_anxiety/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/gen_z_professionals/financial_anxiety/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	务	atoms/gen_z_professionals/financial_anxiety/TEACHER_DOCTRINE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	锦	atoms/gen_z_professionals/financial_anxiety/comparison/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	条	atoms/gen_z_professionals/financial_anxiety/grief/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	话	atoms/gen_z_professionals/financial_anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	发	atoms/gen_z_professionals/financial_anxiety/watcher/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	费	atoms/gen_z_professionals/financial_stress/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	证	atoms/gen_z_professionals/grief/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	场	atoms/gen_z_professionals/grief/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	3	UNOWNED	线	atoms/gen_z_professionals/imposter_syndrome/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	话	atoms/gen_z_professionals/imposter_syndrome/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	过	atoms/gen_z_professionals/overthinking/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	实	atoms/gen_z_professionals/overthinking/false_alarm/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	经	atoms/gen_z_professionals/overthinking/false_alarm/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	现	atoms/gen_z_professionals/overthinking/spiral/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	义	atoms/gen_z_professionals/overthinking/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	过	atoms/gen_z_professionals/self_worth/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	别	atoms/gen_z_professionals/self_worth/comparison/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	实	atoms/gen_z_professionals/self_worth/false_alarm/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	该	atoms/gen_z_professionals/self_worth/grief/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	发	atoms/gen_z_professionals/self_worth/watcher/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/gen_z_professionals/self_worth/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/gen_z_professionals/sleep_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	20	UNOWNED	无	atoms/gen_z_professionals/sleep_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	变	atoms/gen_z_professionals/sleep_anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	务	atoms/gen_z_professionals/sleep_anxiety/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/gen_z_professionals/sleep_anxiety/grief/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/gen_z_professionals/sleep_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	发	atoms/gen_z_professionals/sleep_anxiety/watcher/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	3	UNOWNED	个	atoms/gen_z_professionals/social_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	6	UNOWNED	处	atoms/gen_z_professionals/social_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	话	atoms/gen_z_professionals/social_anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	对	atoms/gen_z_professionals/social_anxiety/watcher/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/gen_z_professionals/somatic_healing/comparison/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	属	atoms/gen_z_professionals/somatic_healing/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	经	atoms/gen_z_professionals/somatic_healing/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	义	atoms/gen_z_professionals/somatic_healing/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	学	atoms/gen_z_student/anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	难	atoms/gen_z_student/compassion_fatigue/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	温	atoms/gen_z_student/compassion_fatigue/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	卧	atoms/gen_z_student/depression/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	内	atoms/gen_z_student/depression/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	应	atoms/gen_z_student/financial_anxiety/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	学	atoms/gen_z_student/financial_anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	认	atoms/gen_z_student/financial_anxiety/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	园	atoms/gen_z_student/financial_anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	尽	atoms/gen_z_student/financial_stress/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	装	atoms/gen_z_student/financial_stress/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	觉	atoms/gen_z_student/financial_stress/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	温	atoms/gen_z_student/financial_stress/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	场	atoms/gen_z_student/financial_stress/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	园	atoms/gen_z_student/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	齐	atoms/gen_z_student/somatic_healing/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/healthcare_rns/anchored/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/healthcare_rns/anxiety/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	环	atoms/healthcare_rns/anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	装	atoms/healthcare_rns/anxiety/TEACHER_DOCTRINE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	类	atoms/healthcare_rns/anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	条	atoms/healthcare_rns/anxiety/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/healthcare_rns/boundaries/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	处	atoms/healthcare_rns/burnout/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	双	atoms/healthcare_rns/burnout/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	场	atoms/healthcare_rns/burnout/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	双	atoms/healthcare_rns/burnout/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	们	atoms/healthcare_rns/compassion_fatigue/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	费	atoms/healthcare_rns/compassion_fatigue/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	场	atoms/healthcare_rns/courage/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	来	atoms/healthcare_rns/courage/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/healthcare_rns/courage/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	场	atoms/healthcare_rns/depression/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	许	atoms/healthcare_rns/depression/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	义	atoms/healthcare_rns/financial_anxiety/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/healthcare_rns/financial_anxiety/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	处	atoms/healthcare_rns/financial_anxiety/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	许	atoms/healthcare_rns/financial_stress/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/healthcare_rns/grief/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	场	atoms/healthcare_rns/grief/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	进	atoms/healthcare_rns/grief/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	仅	atoms/healthcare_rns/grief/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	声	atoms/healthcare_rns/grief/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	义	atoms/healthcare_rns/grief/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	该	atoms/healthcare_rns/grief/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	纸	atoms/healthcare_rns/imposter_syndrome/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	学	atoms/healthcare_rns/overthinking/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	4	UNOWNED	这	atoms/healthcare_rns/overthinking/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	项	atoms/healthcare_rns/overthinking/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	义	atoms/healthcare_rns/overthinking/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	义	atoms/healthcare_rns/overthinking/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	阳	atoms/healthcare_rns/overthinking/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	话	atoms/healthcare_rns/overthinking/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	时	atoms/healthcare_rns/self_worth/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	个	atoms/healthcare_rns/self_worth/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	认	atoms/healthcare_rns/self_worth/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	话	atoms/healthcare_rns/self_worth/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	脚	atoms/healthcare_rns/self_worth/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	来	atoms/healthcare_rns/sleep_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	15	UNOWNED	来	atoms/healthcare_rns/sleep_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	环	atoms/healthcare_rns/sleep_anxiety/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/healthcare_rns/sleep_anxiety/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	没	atoms/healthcare_rns/sleep_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	独	atoms/healthcare_rns/sleep_anxiety/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	脚	atoms/healthcare_rns/sleep_anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	医	atoms/healthcare_rns/social_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	3	UNOWNED	个	atoms/healthcare_rns/social_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	脚	atoms/healthcare_rns/social_anxiety/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	个	atoms/healthcare_rns/social_anxiety/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	应	atoms/healthcare_rns/somatic_healing/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	15	UNOWNED	来	atoms/healthcare_rns/somatic_healing/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	个	atoms/healthcare_rns/somatic_healing/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	脚	atoms/healthcare_rns/somatic_healing/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	绩	atoms/midlife_women/anxiety/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	个	atoms/midlife_women/boundaries/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/midlife_women/burnout/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/midlife_women/compassion_fatigue/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/midlife_women/compassion_fatigue/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	为	atoms/midlife_women/courage/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	来	atoms/midlife_women/courage/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	装	atoms/midlife_women/grief/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	说	atoms/midlife_women/self_worth/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	认	atoms/midlife_women/sleep_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	点	atoms/midlife_women/sleep_anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	团	atoms/millennial_women_professionals/anchored/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	头	atoms/millennial_women_professionals/anchored/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	进	atoms/millennial_women_professionals/anchored/courage/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	头	atoms/millennial_women_professionals/anchored/courage/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	属	atoms/millennial_women_professionals/anchored/courage/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	头	atoms/millennial_women_professionals/anchored/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	变	atoms/millennial_women_professionals/anchored/imposter_syndrome/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	该	atoms/millennial_women_professionals/anchored/overthinking/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	头	atoms/millennial_women_professionals/anchored/overthinking/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	头	atoms/millennial_women_professionals/anchored/self_worth/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	变	atoms/millennial_women_professionals/anchored/social_anxiety/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	属	atoms/millennial_women_professionals/anchored/somatic_healing/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	吗	atoms/millennial_women_professionals/anxiety/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	场	atoms/millennial_women_professionals/boundaries/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	见	atoms/millennial_women_professionals/boundaries/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	权	atoms/millennial_women_professionals/burnout/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	没	atoms/millennial_women_professionals/compassion_fatigue/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	该	atoms/millennial_women_professionals/compassion_fatigue/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	对	atoms/millennial_women_professionals/compassion_fatigue/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	项	atoms/millennial_women_professionals/compassion_fatigue/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	间	atoms/millennial_women_professionals/courage/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	脚	atoms/millennial_women_professionals/depression/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	脚	atoms/millennial_women_professionals/financial_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	崭	atoms/millennial_women_professionals/financial_anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	项	atoms/millennial_women_professionals/financial_stress/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	脚	atoms/millennial_women_professionals/grief/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	总	atoms/millennial_women_professionals/grief/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	变	atoms/millennial_women_professionals/grief/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	8	UNOWNED	纳	atoms/millennial_women_professionals/imposter_syndrome/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	3	UNOWNED	开	atoms/millennial_women_professionals/imposter_syndrome/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	脚	atoms/millennial_women_professionals/imposter_syndrome/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	2	UNOWNED	个	atoms/millennial_women_professionals/overthinking/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	头	atoms/millennial_women_professionals/self_worth/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	类	atoms/millennial_women_professionals/self_worth/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/millennial_women_professionals/self_worth/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	条	atoms/millennial_women_professionals/self_worth/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	够	atoms/millennial_women_professionals/sleep_anxiety/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	7	UNOWNED	寝	atoms/millennial_women_professionals/sleep_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/millennial_women_professionals/sleep_anxiety/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/millennial_women_professionals/sleep_anxiety/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	间	atoms/millennial_women_professionals/sleep_anxiety/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	崭	atoms/millennial_women_professionals/social_anxiety/shame/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	个	atoms/millennial_women_professionals/somatic_healing/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	8	UNOWNED	环	atoms/millennial_women_professionals/somatic_healing/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	3	UNOWNED	环	atoms/millennial_women_professionals/somatic_healing/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	补	atoms/millennial_women_professionals/somatic_healing/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	内	atoms/nyc_executives/anxiety/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	6	UNOWNED	户	atoms/nyc_executives/boundaries/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	5	UNOWNED	麦	atoms/nyc_executives/boundaries/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	内	atoms/nyc_executives/burnout/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	样	atoms/nyc_executives/burnout/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	强	atoms/nyc_executives/courage/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	这	atoms/nyc_executives/financial_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	声	atoms/nyc_executives/imposter_syndrome/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	战	atoms/nyc_executives/overthinking/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	恒	atoms/nyc_executives/somatic_healing/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	疗	atoms/nyc_executives/somatic_healing/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	闷	atoms/tech_finance_burnout/anxiety/comparison/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	搁	atoms/tech_finance_burnout/anxiety/comparison/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	搁	atoms/tech_finance_burnout/anxiety/grief/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	1	1	UNOWNED	匮	atoms/tech_finance_burnout/anxiety/spiral/TAKEAWAY/locales/zh-TW/CANONICAL.txt
